step,episodes,epsilon,train/ep_reward,train/ep_len,exploration/unique_obs,exploration/frontier_rate,loss/q,loss/b,recent_policy,eval_masked/mean_reward,eval_masked/success,eval_q/mean_reward,eval_q/success
78222,328,0.9257,0.0000,250,21,0.0000,0.000118,1.973593,eps,,,,
78472,329,0.9255,0.0000,250,16,0.0000,0.014300,1.936042,eps,,,,
78722,330,0.9252,0.0000,250,15,0.0000,0.000074,1.944555,eps,,,,
78972,331,0.9250,0.0000,250,18,0.0000,0.000125,1.932046,eps,,,,
79222,332,0.9247,0.0000,250,17,0.0000,0.000310,1.949789,eps,,,,
79367,333,0.9246,0.4780,145,27,0.0000,0.000067,1.960997,eps,,,,
79560,334,0.9244,0.3052,193,32,0.0000,0.014230,1.932560,eps,,,,
79810,335,0.9242,0.0000,250,17,0.0000,0.000036,1.951698,eps,,,,
80060,336,0.9239,0.0000,250,24,0.0000,0.000059,1.937688,eps,,,,
80290,337,0.9237,0.1720,230,27,0.0000,0.000031,1.964483,eps,,,,
80427,338,0.9236,0.5068,137,23,0.0000,0.000116,1.958350,eps,,,,
80677,339,0.9234,0.0000,250,8,0.0000,0.000204,1.924694,eps,,,,
80927,340,0.9231,0.0000,250,13,0.0000,0.000048,1.955297,eps,,,,
81177,341,0.9229,0.0000,250,30,0.0000,0.000086,1.943506,eps,,,,
81427,342,0.9226,0.0000,250,25,0.0000,0.000094,1.949340,eps,,,,
81677,343,0.9224,0.0000,250,20,0.0000,0.013937,1.953312,eps,,,,
81927,344,0.9222,0.0000,250,23,0.0000,0.000075,1.936783,eps,,,,
82177,345,0.9219,0.0000,250,35,0.0000,0.000232,1.937101,eps,,,,
82427,346,0.9217,0.0000,250,20,0.0000,0.000310,1.928341,eps,,,,
82677,347,0.9215,0.0000,250,30,0.0000,0.000075,1.948801,eps,,,,
82927,348,0.9212,0.0000,250,19,0.0000,0.001397,1.945281,cov(0.10),,,,
83026,349,0.9211,0.6436,99,21,0.0000,0.000183,1.968016,eps,,,,
83276,350,0.9209,0.0000,250,18,0.0000,0.000062,1.947096,eps,,,,
83526,351,0.9207,0.0000,250,26,0.0000,0.000112,1.942304,eps,,,,
83776,352,0.9204,0.0000,250,25,0.0040,0.001086,1.937550,eps,,,,
84026,353,0.9202,0.0000,250,35,0.0000,0.014861,1.951265,eps,,,,
84276,354,0.9199,0.0000,250,12,0.0000,0.000098,1.941039,eps,,,,
84499,355,0.9197,0.1972,223,31,0.0000,0.014229,1.945065,eps,,,,
84749,356,0.9195,0.0000,250,9,0.0000,0.000176,1.933428,eps,,,,
84999,357,0.9193,0.0000,250,26,0.0000,0.013896,1.933539,eps,,,,
85154,358,0.9191,0.4420,155,25,0.0000,0.000095,1.953805,eps,,,,
85404,359,0.9189,0.0000,250,36,0.0000,0.000296,1.943009,eps,,,,
85654,360,0.9186,0.0000,250,25,0.0000,0.000151,1.962968,eps,,,,
85904,361,0.9184,0.0000,250,21,0.0000,0.000120,1.935953,eps,,,,
86087,362,0.9182,0.3412,183,30,0.0000,0.000127,1.928645,eps,,,,
86267,363,0.9180,0.3520,180,26,0.0000,0.000068,1.950836,eps,,,,
86517,364,0.9178,0.0000,250,22,0.0000,0.000221,1.950982,eps,,,,
86767,365,0.9176,0.0000,250,33,0.0000,0.000903,1.960821,eps,,,,
87017,366,0.9173,0.0000,250,26,0.0000,0.000142,1.935236,eps,,,,
87267,367,0.9171,0.0000,250,20,0.0000,0.000341,1.930907,eps,,,,
87517,368,0.9169,0.0000,250,40,0.0000,0.000623,1.959362,cov(0.10),,,,
87767,369,0.9166,0.0000,250,23,0.0000,0.000329,1.960033,eps,,,,
88017,370,0.9164,0.0000,250,23,0.0000,0.000128,1.957444,eps,,,,
88267,371,0.9161,0.0000,250,14,0.0000,0.000222,1.961041,eps,,,,
88517,372,0.9159,0.0000,250,19,0.0000,0.016581,1.920449,eps,,,,
88767,373,0.9157,0.0000,250,18,0.0000,0.000076,1.938124,eps,,,,
89017,374,0.9154,0.0000,250,33,0.0000,0.014700,1.945582,eps,,,,
89267,375,0.9152,0.0000,250,23,0.0000,0.000174,1.955161,eps,,,,
89517,376,0.9150,0.0000,250,26,0.0000,0.000104,1.936351,eps,,,,
89665,377,0.9148,0.4672,148,24,0.0000,0.015887,1.944602,eps,,,,
89915,378,0.9146,0.0000,250,33,0.0000,0.000152,1.957207,eps,,,,
90165,379,0.9143,0.0000,250,30,0.0000,0.000140,1.935192,eps,,,,
90415,380,0.9141,0.0000,250,38,0.0000,0.017569,1.935187,eps,,,,
90540,381,0.9140,0.5500,125,24,0.0000,0.000137,1.952296,eps,,,,
90751,382,0.9138,0.2404,211,26,0.0000,0.000446,1.953112,eps,,,,
91001,383,0.9135,0.0000,250,28,0.0000,0.017404,1.945238,eps,,,,
91108,384,0.9134,0.6148,107,17,0.0000,0.000088,1.934074,eps,,,,
91358,385,0.9132,0.0000,250,23,0.0000,0.000593,1.939477,eps,,,,
91574,386,0.9130,0.2224,216,24,0.0000,0.000137,1.968038,eps,,,,
91754,387,0.9128,0.3520,180,25,0.0000,0.000062,1.951601,eps,,,,
91908,388,0.9127,0.4456,154,25,0.0000,0.000089,1.937020,eps,,,,
92158,389,0.9124,0.0000,250,43,0.0040,0.000464,1.923308,eps,,,,
92408,390,0.9122,0.0000,250,20,0.0000,0.000077,1.938250,eps,,,,
92658,391,0.9120,0.0000,250,21,0.0000,0.000112,1.922626,eps,,,,
92908,392,0.9117,0.0000,250,33,0.0000,0.016219,1.954325,eps,,,,
93035,393,0.9116,0.5428,127,20,0.0000,0.017210,1.925651,eps,,,,
93285,394,0.9114,0.0000,250,24,0.0000,0.020217,1.970362,eps,,,,
93535,395,0.9111,0.0000,250,17,0.0000,0.000039,1.936230,cov(0.10),,,,
93785,396,0.9109,0.0000,250,22,0.0000,0.017178,1.929899,eps,,,,
94035,397,0.9107,0.0000,250,16,0.0000,0.000125,1.934677,eps,,,,
94181,398,0.9105,0.4744,146,32,0.0000,0.000058,1.969795,eps,,,,
94431,399,0.9103,0.0000,250,35,0.0000,0.000198,1.944095,eps,,,,
94681,400,0.9101,0.0000,250,38,0.0000,0.000187,1.939357,eps,,,,
94931,401,0.9098,0.0000,250,24,0.0000,0.000056,1.950215,eps,,,,
95181,402,0.9096,0.0000,250,27,0.0000,0.000067,1.967624,eps,,,,
95431,403,0.9093,0.0000,250,17,0.0000,0.016758,1.941284,cov(0.10),,,,
95681,404,0.9091,0.0000,250,8,0.0000,0.019218,1.965414,cov(0.10),,,,
95931,405,0.9089,0.0000,250,29,0.0000,0.000781,1.955037,eps,,,,
96181,406,0.9086,0.0000,250,21,0.0000,0.000216,1.931525,eps,,,,
96431,407,0.9084,0.0000,250,23,0.0000,0.000116,1.946261,eps,,,,
96681,408,0.9082,0.0000,250,16,0.0000,0.000165,1.932938,eps,,,,
96931,409,0.9079,0.0000,250,36,0.0000,0.000094,1.941780,eps,,,,
97181,410,0.9077,0.0000,250,24,0.0000,0.000368,1.935210,eps,,,,
97431,411,0.9074,0.0000,250,16,0.0000,0.000103,1.944445,eps,,,,
97681,412,0.9072,0.0000,250,21,0.0000,0.000053,1.935953,eps,,,,
97931,413,0.9070,0.0000,250,28,0.0080,0.000238,1.950981,eps,,,,
98181,414,0.9067,0.0000,250,34,0.0000,0.000233,1.935520,cov(0.10),,,,
98431,415,0.9065,0.0000,250,26,0.0000,0.000199,1.933764,eps,,,,
98681,416,0.9063,0.0000,250,8,0.0000,0.000059,1.958756,eps,,,,
98931,417,0.9060,0.0000,250,23,0.0000,0.000134,1.941310,eps,,,,
99181,418,0.9058,0.0000,250,22,0.0000,0.000087,1.941954,eps,,,,
99431,419,0.9055,0.0000,250,18,0.0000,0.000157,1.934800,eps,,,,
99681,420,0.9053,0.0000,250,34,0.0000,0.000298,1.947774,eps,,,,
99820,421,0.9052,0.4996,139,21,0.0000,0.000109,1.948637,eps,,,,
100000,421,,,,,,,,,0.0000,0.0000,0.0000,0.0000
100070,422,0.9049,0.0000,250,21,0.0000,0.000228,1.926252,eps,,,,
100245,423,0.9048,0.3700,175,17,0.0000,0.000262,1.943604,eps,,,,
100341,424,0.9047,0.6544,96,15,0.0000,0.000227,1.969835,eps,,,,
100560,425,0.9045,0.2116,219,30,0.0000,0.000131,1.954288,eps,,,,
100810,426,0.9042,0.0000,250,40,0.0000,0.000551,1.908388,eps,,,,
101060,427,0.9040,0.0000,250,33,0.0000,0.000171,1.936057,eps,,,,
101310,428,0.9038,0.0000,250,28,0.0000,0.000081,1.932059,eps,,,,
101560,429,0.9035,0.0000,250,28,0.0000,0.000094,1.947152,eps,,,,
101701,430,0.9034,0.4924,141,28,0.0000,0.000084,1.947702,eps,,,,
101951,431,0.9031,0.0000,250,25,0.0000,0.000133,1.928677,cov(0.05),,,,
102201,432,0.9029,0.0000,250,24,0.0000,0.000072,1.947873,eps,,,,
102451,433,0.9027,0.0000,250,24,0.0000,0.000112,1.954138,eps,,,,
102543,434,0.9026,0.6688,92,27,0.0000,0.000023,1.939597,eps,,,,
102793,435,0.9023,0.0000,250,8,0.0000,0.000185,1.933336,eps,,,,
102937,436,0.9022,0.4816,144,31,0.0000,0.000098,1.935995,eps,,,,
103187,437,0.9020,0.0000,250,23,0.0000,0.000542,1.961899,eps,,,,
103437,438,0.9017,0.0000,250,18,0.0000,0.000105,1.951422,eps,,,,
103673,439,0.9015,0.1504,236,36,0.0000,0.000058,1.918427,eps,,,,
103923,440,0.9013,0.0000,250,18,0.0000,0.000079,1.967963,eps,,,,
104173,441,0.9010,0.0000,250,31,0.0000,0.000095,1.953180,eps,,,,
104343,442,0.9009,0.3880,170,28,0.0000,0.000289,1.922715,eps,,,,
104500,443,0.9007,0.4348,157,30,0.0000,0.000140,1.953385,eps,,,,
104750,444,0.9005,0.0000,250,20,0.0000,0.000080,1.933284,eps,,,,
105000,445,0.9002,0.0000,250,16,0.0000,0.000174,1.958064,eps,,,,
105250,446,0.9000,0.0000,250,32,0.0000,0.019429,1.946026,eps,,,,
105500,447,0.8998,0.0000,250,11,0.0000,0.000135,1.953975,eps,,,,
105750,448,0.8995,0.0000,250,24,0.0000,0.021579,1.927919,eps,,,,
106000,449,0.8993,0.0000,250,23,0.0000,0.000074,1.937729,eps,,,,
106135,450,0.8992,0.5140,135,25,0.0000,0.000086,1.913646,eps,,,,
106385,451,0.8989,0.0000,250,20,0.0000,0.000082,1.933346,eps,,,,
106635,452,0.8987,0.0000,250,18,0.0000,0.000125,1.960118,eps,,,,
106665,453,0.8987,0.8920,30,11,0.0000,0.019486,1.956064,eps,,,,
106915,454,0.8984,0.0000,250,18,0.0000,0.000029,1.918925,eps,,,,
107165,455,0.8982,0.0000,250,28,0.0000,0.000181,1.927879,eps,,,,
107415,456,0.8980,0.0000,250,24,0.0000,0.000049,1.920049,eps,,,,
107665,457,0.8977,0.0000,250,19,0.0000,0.000104,1.940482,eps,,,,
107807,458,0.8976,0.4888,142,26,0.0000,0.000087,1.950618,eps,,,,
108057,459,0.8973,0.0000,250,36,0.0000,0.000133,1.947647,cov(0.05),,,,
108307,460,0.8971,0.0000,250,35,0.0000,0.000077,1.934958,cov(0.05),,,,
108521,461,0.8969,0.2296,214,29,0.0000,0.000122,1.901704,eps,,,,
108600,462,0.8968,0.7156,79,13,0.0000,0.019315,1.975685,eps,,,,
108826,463,0.8966,0.1864,226,26,0.0000,0.000085,1.967327,eps,,,,
109076,464,0.8964,0.0000,250,26,0.0000,0.000070,1.935714,eps,,,,
109326,465,0.8961,0.0000,250,36,0.0000,0.000024,1.968743,eps,,,,
109576,466,0.8959,0.0000,250,19,0.0000,0.000041,1.915980,eps,,,,
109826,467,0.8957,0.0000,250,34,0.0000,0.000227,1.951449,eps,,,,
110041,468,0.8955,0.2260,215,26,0.0000,0.000029,1.957427,eps,,,,
110291,469,0.8952,0.0000,250,29,0.0000,0.000081,1.940203,cov(0.05),,,,
110541,470,0.8950,0.0000,250,22,0.0000,0.000026,1.928423,eps,,,,
110791,471,0.8947,0.0000,250,16,0.0000,0.000224,1.939674,eps,,,,
111041,472,0.8945,0.0000,250,32,0.0000,0.000118,1.933951,eps,,,,
111291,473,0.8943,0.0000,250,29,0.0000,0.001816,1.939585,eps,,,,
111420,474,0.8942,0.5356,129,21,0.0000,0.000231,1.948773,eps,,,,
111670,475,0.8939,0.0000,250,17,0.0000,0.000127,1.945175,cov(0.05),,,,
111920,476,0.8937,0.0000,250,19,0.0000,0.000161,1.926926,eps,,,,
112134,477,0.8935,0.2296,214,32,0.0000,0.000089,1.931825,eps,,,,
112384,478,0.8932,0.0000,250,19,0.0000,0.000060,1.924066,eps,,,,
112506,479,0.8931,0.5608,122,23,0.0000,0.000056,1.932032,eps,,,,
112756,480,0.8929,0.0000,250,28,0.0000,0.000061,1.954593,eps,,,,
112966,481,0.8927,0.2440,210,34,0.0000,0.000109,1.974510,eps,,,,
113216,482,0.8924,0.0000,250,25,0.0000,0.000033,1.934731,eps,,,,
113466,483,0.8922,0.0000,250,22,0.0000,0.000035,1.966604,eps,,,,
113577,484,0.8921,0.6004,111,21,0.0000,0.000120,1.945644,eps,,,,
113827,485,0.8919,0.0000,250,19,0.0000,0.000051,1.923181,eps,,,,
114077,486,0.8916,0.0000,250,29,0.0000,0.000048,1.961964,eps,,,,
114327,487,0.8914,0.0000,250,26,0.0000,0.000058,1.916062,cov(0.05),,,,
114474,488,0.8912,0.4708,147,30,0.0000,0.000057,1.915715,eps,,,,
114682,489,0.8911,0.2512,208,31,0.0000,0.000162,1.927736,eps,,,,
114772,490,0.8910,0.6760,90,24,0.0000,0.000588,1.943591,eps,,,,
115022,491,0.8907,0.0000,250,31,0.0080,0.000035,1.946176,eps,,,,
115136,492,0.8906,0.5896,114,18,0.0000,0.000105,1.949512,eps,,,,
115386,493,0.8904,0.0000,250,33,0.0000,0.000174,1.962800,eps,,,,
115636,494,0.8901,0.0000,250,39,0.0000,0.000114,1.930336,eps,,,,
115886,495,0.8899,0.0000,250,8,0.0000,0.000079,1.960656,eps,,,,
116136,496,0.8897,0.0000,250,23,0.0000,0.000177,1.963978,eps,,,,
116386,497,0.8894,0.0000,250,24,0.0000,0.000126,1.957446,eps,,,,
116636,498,0.8892,0.0000,250,29,0.0000,0.000068,1.919793,eps,,,,
116886,499,0.8890,0.0000,250,34,0.0000,0.016889,1.910460,eps,,,,
117136,500,0.8887,0.0000,250,30,0.0000,0.000199,1.977356,eps,,,,
117386,501,0.8885,0.0000,250,35,0.0000,0.000136,1.946427,cov(0.05),,,,
117636,502,0.8882,0.0000,250,21,0.0000,0.000088,1.944261,eps,,,,
117875,503,0.8880,0.1396,239,39,0.0000,0.000112,1.918296,eps,,,,
118125,504,0.8878,0.0000,250,19,0.0000,0.000272,1.935230,eps,,,,
118375,505,0.8875,0.0000,250,39,0.0000,0.000073,1.932193,cov(0.05),,,,
118413,506,0.8875,0.8632,38,15,0.0000,0.000104,1.952892,eps,,,,
118663,507,0.8873,0.0000,250,15,0.0000,0.000093,1.916840,eps,,,,
118883,508,0.8871,0.2080,220,28,0.0000,0.000130,1.929407,eps,,,,
119092,509,0.8869,0.2476,209,20,0.0000,0.000065,1.980615,eps,,,,
119342,510,0.8866,0.0000,250,23,0.0000,0.000168,1.967216,eps,,,,
119592,511,0.8864,0.0000,250,34,0.0040,0.000132,1.981686,eps,,,,
119842,512,0.8862,0.0000,250,8,0.0000,0.000140,1.939603,eps,,,,
120092,513,0.8859,0.0000,250,33,0.0000,0.000101,1.952953,eps,,,,
120342,514,0.8857,0.0000,250,27,0.0000,0.000055,1.926336,cov(0.05),,,,
120592,515,0.8854,0.0000,250,16,0.0000,0.018662,1.940453,cov(0.05),,,,
120842,516,0.8852,0.0000,250,27,0.0000,0.000051,1.957630,eps,,,,
120954,517,0.8851,0.5968,112,17,0.0000,0.000077,1.951158,eps,,,,
121204,518,0.8849,0.0000,250,22,0.0000,0.000046,1.943818,cov(0.05),,,,
121454,519,0.8846,0.0000,250,18,0.0000,0.000077,1.948707,cov(0.05),,,,
121704,520,0.8844,0.0000,250,32,0.0000,0.000052,1.917957,eps,,,,
121954,521,0.8841,0.0000,250,9,0.0000,0.000076,1.942955,eps,,,,
122204,522,0.8839,0.0000,250,19,0.0000,0.000043,1.950072,eps,,,,
122331,523,0.8838,0.5428,127,25,0.0079,0.000064,1.939485,eps,,,,
122581,524,0.8835,0.0000,250,19,0.0000,0.000267,1.947941,eps,,,,
122713,525,0.8834,0.5248,132,20,0.0000,0.000059,1.945953,eps,,,,
122951,526,0.8832,0.1432,238,37,0.0000,0.000164,1.944973,eps,,,,
123201,527,0.8830,0.0000,250,36,0.0000,0.000097,1.963547,cor(0.3),,,,
123443,528,0.8827,0.1288,242,38,0.0000,0.019731,1.959993,eps,,,,
123616,529,0.8826,0.3772,173,35,0.0000,0.000078,1.953605,eps,,,,
123739,530,0.8824,0.5572,123,22,0.0000,0.000107,1.963927,eps,,,,
123989,531,0.8822,0.0000,250,32,0.0000,0.000098,1.913081,eps,,,,
124239,532,0.8820,0.0000,250,39,0.0000,0.000089,1.956694,eps,,,,
124322,533,0.8819,0.7012,83,22,0.0000,0.000014,1.936597,eps,,,,
124572,534,0.8817,0.0000,250,14,0.0000,0.000065,1.927274,eps,,,,
124822,535,0.8814,0.0000,250,32,0.0000,0.021604,1.916080,eps,,,,
124881,536,0.8814,0.7876,59,20,0.0000,0.017159,1.961213,eps,,,,
125129,537,0.8811,0.1072,248,33,0.0000,0.000067,1.949594,eps,,,,
125198,538,0.8811,0.7516,69,17,0.0000,0.000069,1.908262,eps,,,,
125440,539,0.8808,0.1288,242,34,0.0000,0.000099,1.972029,eps,,,,
125690,540,0.8806,0.0000,250,34,0.0000,0.000066,1.951440,cor(0.3),,,,
125940,541,0.8804,0.0000,250,18,0.0000,0.000496,1.934710,eps,,,,
126190,542,0.8801,0.0000,250,22,0.0000,0.000336,1.912669,cor(0.3),,,,
126440,543,0.8799,0.0000,250,18,0.0000,0.000057,1.920043,eps,,,,
126690,544,0.8796,0.0000,250,27,0.0000,0.000256,1.883085,eps,,,,
126940,545,0.8794,0.0000,250,18,0.0000,0.000083,1.951621,cor(0.3),,,,
127145,546,0.8792,0.2620,205,30,0.0000,0.000228,1.949129,eps,,,,
127395,547,0.8790,0.0000,250,32,0.0000,0.018021,1.966907,eps,,,,
127619,548,0.8788,0.1936,224,32,0.0000,0.000430,1.934842,eps,,,,
127869,549,0.8785,0.0000,250,38,0.0000,0.017047,1.932617,eps,,,,
128119,550,0.8783,0.0000,250,15,0.0000,0.000113,1.910861,eps,,,,
128283,551,0.8781,0.4096,164,33,0.0000,0.000114,1.957916,eps,,,,
128462,552,0.8780,0.3556,179,30,0.0000,0.000058,1.921546,eps,,,,
128712,553,0.8777,0.0000,250,8,0.0000,0.000068,1.954446,eps,,,,
128941,554,0.8775,0.1756,229,33,0.0000,0.000127,1.952393,eps,,,,
129191,555,0.8773,0.0000,250,35,0.0000,0.000159,1.906786,eps,,,,
129441,556,0.8770,0.0000,250,20,0.0000,0.000091,1.910565,eps,,,,
129691,557,0.8768,0.0000,250,39,0.0000,0.000197,1.942020,cor(0.3),,,,
129941,558,0.8766,0.0000,250,18,0.0000,0.021257,1.916534,eps,,,,
130170,559,0.8763,0.1756,229,41,0.0000,0.000420,1.974400,eps,,,,
130420,560,0.8761,0.0000,250,25,0.0000,0.000216,1.954812,eps,,,,
130670,561,0.8759,0.0000,250,41,0.0000,0.000071,1.957458,eps,,,,
130907,562,0.8756,0.1468,237,38,0.0000,0.000056,1.956155,eps,,,,
131157,563,0.8754,0.0000,250,30,0.0000,0.017508,1.928918,eps,,,,
131407,564,0.8752,0.0000,250,21,0.0000,0.000078,1.893179,eps,,,,
131657,565,0.8749,0.0000,250,21,0.0000,0.000064,1.952015,cor(0.3),,,,
131780,566,0.8748,0.5572,123,23,0.0000,0.000238,1.947897,eps,,,,
132030,567,0.8746,0.0000,250,35,0.0000,0.000079,1.936375,eps,,,,
132173,568,0.8744,0.4852,143,27,0.0000,0.000089,1.886124,eps,,,,
132423,569,0.8742,0.0000,250,33,0.0000,0.000142,1.901646,eps,,,,
132673,570,0.8740,0.0000,250,29,0.0000,0.000048,1.931919,eps,,,,
132923,571,0.8737,0.0000,250,23,0.0000,0.017866,1.947083,eps,,,,
133173,572,0.8735,0.0000,250,32,0.0000,0.000135,1.928799,eps,,,,
133308,573,0.8734,0.5140,135,31,0.0000,0.000349,1.926938,eps,,,,
133558,574,0.8731,0.0000,250,27,0.0000,0.000043,1.962347,eps,,,,
133808,575,0.8729,0.0000,250,22,0.0000,0.000038,1.944037,cor(0.3),,,,
134058,576,0.8726,0.0000,250,18,0.0000,0.000067,1.909123,cor(0.3),,,,
134308,577,0.8724,0.0000,250,9,0.0000,0.018207,1.951053,eps,,,,
134558,578,0.8722,0.0000,250,34,0.0000,0.000036,1.890623,eps,,,,
134692,579,0.8720,0.5176,134,21,0.0000,0.000054,1.947807,eps,,,,
134942,580,0.8718,0.0000,250,9,0.0000,0.000217,1.954501,eps,,,,
135192,581,0.8716,0.0000,250,36,0.0000,0.017798,1.921608,eps,,,,
135442,582,0.8713,0.0000,250,26,0.0000,0.000174,1.908295,eps,,,,
135629,583,0.8712,0.3268,187,35,0.0000,0.000057,1.915398,eps,,,,
135879,584,0.8709,0.0000,250,25,0.0040,0.000058,1.916574,eps,,,,
136129,585,0.8707,0.0000,250,7,0.0000,0.000105,1.910909,cor(0.3),,,,
136208,586,0.8706,0.7156,79,15,0.0000,0.000089,1.917719,eps,,,,
136458,587,0.8704,0.0000,250,23,0.0000,0.000117,1.949303,eps,,,,
136708,588,0.8701,0.0000,250,25,0.0000,0.000054,1.928270,eps,,,,
136958,589,0.8699,0.0000,250,26,0.0000,0.000055,1.946670,eps,,,,
137161,590,0.8697,0.2692,203,30,0.0000,0.000090,1.915423,eps,,,,
137306,591,0.8696,0.4780,145,21,0.0000,0.000047,1.951334,eps,,,,
137481,592,0.8694,0.3700,175,22,0.0000,0.019192,1.929490,eps,,,,
137731,593,0.8692,0.0000,250,27,0.0000,0.000082,1.934162,eps,,,,
137981,594,0.8689,0.0000,250,16,0.0000,0.000032,1.943196,eps,,,,
138231,595,0.8687,0.0000,250,25,0.0000,0.000101,1.942481,cor(0.3),,,,
138481,596,0.8684,0.0000,250,34,0.0000,0.018117,1.946572,eps,,,,
138571,597,0.8684,0.6760,90,21,0.0000,0.000037,1.935404,eps,,,,
138821,598,0.8681,0.0000,250,9,0.0000,0.017506,1.932656,eps,,,,
139071,599,0.8679,0.0000,250,32,0.0000,0.000112,1.950863,eps,,,,
139321,600,0.8676,0.0000,250,23,0.0000,0.017561,1.936967,eps,,,,
139571,601,0.8674,0.0000,250,25,0.0000,0.000065,1.930809,eps,,,,
139821,602,0.8672,0.0000,250,20,0.0000,0.000035,1.971356,cor(0.3),,,,
139943,603,0.8671,0.5608,122,23,0.0000,0.017715,1.937638,eps,,,,
140193,604,0.8668,0.0000,250,34,0.0000,0.000041,1.928633,eps,,,,
140443,605,0.8666,0.0000,250,36,0.0000,0.000025,1.923797,eps,,,,
140693,606,0.8663,0.0000,250,24,0.0000,0.000050,1.964905,eps,,,,
140943,607,0.8661,0.0000,250,25,0.0000,0.000054,1.917724,eps,,,,
141193,608,0.8659,0.0000,250,26,0.0000,0.000024,1.963902,eps,,,,
141443,609,0.8656,0.0000,250,19,0.0000,0.017517,1.941617,eps,,,,
141682,610,0.8654,0.1396,239,28,0.0000,0.000040,1.899345,eps,,,,
141719,611,0.8654,0.8668,37,11,0.0000,0.000034,1.881372,eps,,,,
141774,612,0.8653,0.8020,55,16,0.0000,0.000056,1.935017,eps,,,,
142024,613,0.8651,0.0000,250,22,0.0000,0.000073,1.946407,eps,,,,
142255,614,0.8649,0.1684,231,44,0.0000,0.000047,1.959082,eps,,,,
142505,615,0.8646,0.0000,250,20,0.0000,0.000202,1.935051,eps,,,,
142755,616,0.8644,0.0000,250,26,0.0000,0.000015,1.927294,eps,,,,
142789,617,0.8644,0.8776,34,14,0.0000,0.000054,1.956954,eps,,,,
143039,618,0.8641,0.0000,250,25,0.0000,0.000118,1.937220,eps,,,,
143289,619,0.8639,0.0000,250,30,0.0000,0.000073,1.935153,eps,,,,
143539,620,0.8636,0.0000,250,21,0.0000,0.017857,1.923156,eps,,,,
143789,621,0.8634,0.0000,250,24,0.0000,0.000060,1.964875,eps,,,,
144039,622,0.8632,0.0000,250,37,0.0000,0.000025,1.955424,eps,,,,
144170,623,0.8630,0.5284,131,33,0.0000,0.000011,1.898567,eps,,,,
144420,624,0.8628,0.0000,250,30,0.0000,0.000121,1.961249,eps,,,,
144530,625,0.8627,0.6040,110,21,0.0000,0.000118,1.907761,eps,,,,
144780,626,0.8625,0.0000,250,28,0.0000,0.017510,1.958675,eps,,,,
145030,627,0.8622,0.0000,250,23,0.0000,0.017526,1.892431,eps,,,,
145280,628,0.8620,0.0000,250,8,0.0000,0.000086,1.939835,eps,,,,
145530,629,0.8617,0.0000,250,19,0.0000,0.000014,1.997353,eps,,,,
145780,630,0.8615,0.0000,250,17,0.0000,0.000068,1.944141,eps,,,,
146030,631,0.8613,0.0000,250,29,0.0000,0.000037,1.948642,eps,,,,
146280,632,0.8610,0.0000,250,22,0.0000,0.000050,1.914688,cor(0.3),,,,
146380,633,0.8609,0.6400,100,23,0.0000,0.000093,1.917705,eps,,,,
146630,634,0.8607,0.0000,250,24,0.0000,0.000085,1.932838,eps,,,,
146880,635,0.8605,0.0000,250,23,0.0000,0.000034,1.994648,cor(0.3),,,,
147130,636,0.8602,0.0000,250,35,0.0000,0.000123,1.956932,eps,,,,
147339,637,0.8600,0.2476,209,36,0.0000,0.000045,1.968654,eps,,,,
147549,638,0.8598,0.2440,210,27,0.0000,0.000026,1.888013,eps,,,,
147799,639,0.8596,0.0000,250,38,0.0040,0.000022,1.959985,eps,,,,
148049,640,0.8594,0.0000,250,23,0.0000,0.000076,1.967691,eps,,,,
148299,641,0.8591,0.0000,250,17,0.0000,0.000055,1.905523,eps,,,,
148549,642,0.8589,0.0000,250,18,0.0000,0.000024,1.948627,eps,,,,
148799,643,0.8586,0.0000,250,16,0.0000,0.000080,1.931399,eps,,,,
149049,644,0.8584,0.0000,250,24,0.0000,0.000048,1.941289,eps,,,,
149299,645,0.8582,0.0000,250,21,0.0000,0.000155,1.941736,eps,,,,
149549,646,0.8579,0.0000,250,20,0.0000,0.000101,1.912890,cor(0.3),,,,
149799,647,0.8577,0.0000,250,20,0.0000,0.000114,1.939776,eps,,,,
150000,647,,,,,,,,,0.0000,0.0000,0.0000,0.0000
150049,648,0.8575,0.0000,250,26,0.0000,0.000028,1.950721,eps,,,,
150299,649,0.8572,0.0000,250,30,0.0000,0.000085,1.940547,eps,,,,
150461,650,0.8571,0.4168,162,34,0.0000,0.000025,1.961030,eps,,,,
150711,651,0.8568,0.0000,250,46,0.0000,0.000032,1.955158,eps,,,,
150852,652,0.8567,0.4924,141,25,0.0000,0.000043,1.934309,eps,,,,
151102,653,0.8565,0.0000,250,31,0.0000,0.000060,1.936752,eps,,,,
151352,654,0.8562,0.0000,250,35,0.0000,0.000022,1.945390,eps,,,,
151542,655,0.8560,0.3160,190,19,0.0000,0.000059,1.951211,eps,,,,
151792,656,0.8558,0.0000,250,14,0.0000,0.000025,1.922990,eps,,,,
152026,657,0.8556,0.1576,234,24,0.0000,0.000027,1.910750,eps,,,,
152276,658,0.8553,0.0000,250,17,0.0000,0.000030,1.955298,eps,,,,
152526,659,0.8551,0.0000,250,8,0.0000,0.015679,1.959315,eps,,,,
152755,660,0.8549,0.1756,229,21,0.0000,0.000058,1.944230,eps,,,,
153005,661,0.8546,0.0000,250,26,0.0000,0.016294,1.951238,eps,,,,
