step,episodes,epsilon,train/ep_reward,train/ep_len,exploration/unique_obs,exploration/frontier_rate,loss/q,loss/b,recent_policy,eval_masked/mean_reward,eval_masked/success,eval_q/mean_reward,eval_q/success
1506472,6606,0.0500,0.0000,250,4,0.0000,5.033201,1.951258,cov(0.05),,,,
1506722,6607,0.0500,0.0000,250,8,0.0000,0.000035,2.014485,cov(0.05),,,,
1506972,6608,0.0500,0.0000,250,8,0.0000,0.622868,1.749851,cov(0.05),,,,
1507222,6609,0.0500,0.0000,250,12,0.0000,0.182815,1.909997,cov(0.05),,,,
1507472,6610,0.0500,0.0000,250,18,0.0000,0.000026,1.881218,cov(0.05),,,,
1507722,6611,0.0500,0.0000,250,4,0.0000,2.016415,1.881143,cov(0.05),,,,
1507972,6612,0.0500,0.0000,250,8,0.0000,0.000042,1.833406,cov(0.05),,,,
1508222,6613,0.0500,0.0000,250,15,0.0000,0.000009,1.939358,cov(0.05),,,,
1508472,6614,0.0500,0.0000,250,15,0.0000,0.589823,1.793023,cov(0.05),,,,
1508722,6615,0.0500,0.0000,250,6,0.0000,0.001155,1.944622,cov(0.05),,,,
1508972,6616,0.0500,0.0000,250,4,0.0000,0.000017,1.868032,cov(0.05),,,,
1509222,6617,0.0500,0.0000,250,15,0.0000,0.005355,1.883659,cov(0.05),,,,
1509472,6618,0.0500,0.0000,250,4,0.0000,0.000017,1.806336,cov(0.05),,,,
1509722,6619,0.0500,0.0000,250,7,0.0000,0.000712,1.880437,cov(0.05),,,,
1509972,6620,0.0500,0.0000,250,7,0.0000,15.110873,1.879500,cov(0.10),,,,
1510222,6621,0.0500,0.0000,250,11,0.0000,0.427818,1.876840,cov(0.05),,,,
1510472,6622,0.0500,0.0000,250,14,0.0000,0.000011,1.826165,cov(0.05),,,,
1510722,6623,0.0500,0.0000,250,13,0.0000,0.000026,1.802377,cov(0.05),,,,
1510972,6624,0.0500,0.0000,250,4,0.0000,0.060729,1.827845,cov(0.05),,,,
1511222,6625,0.0500,0.0000,250,5,0.0000,0.000011,1.852085,cov(0.05),,,,
1511472,6626,0.0500,0.0000,250,11,0.0000,17.642786,1.910526,cov(0.05),,,,
1511722,6627,0.0500,0.0000,250,4,0.0000,0.000036,1.931231,cov(0.05),,,,
1511972,6628,0.0500,0.0000,250,7,0.0000,0.773084,1.751122,cov(0.05),,,,
1512222,6629,0.0500,0.0000,250,7,0.0000,2.034525,1.787432,cov(0.05),,,,
1512472,6630,0.0500,0.0000,250,25,0.0000,15.746831,1.909892,cov(0.05),,,,
1512722,6631,0.0500,0.0000,250,4,0.0000,0.000037,1.809408,cov(0.05),,,,
1512972,6632,0.0500,0.0000,250,8,0.0000,0.209617,1.831529,cov(0.05),,,,
1513222,6633,0.0500,0.0000,250,10,0.0000,4.122780,1.848222,cov(0.05),,,,
1513472,6634,0.0500,0.0000,250,11,0.0000,0.025934,1.793362,eps,,,,
1513722,6635,0.0500,0.0000,250,4,0.0000,0.404055,1.817375,cov(0.05),,,,
1513972,6636,0.0500,0.0000,250,10,0.0000,17.338024,1.914866,cov(0.05),,,,
1514222,6637,0.0500,0.0000,250,4,0.0000,0.000026,1.810805,cov(0.05),,,,
1514472,6638,0.0500,0.0000,250,9,0.0000,0.000034,1.885629,cov(0.05),,,,
1514722,6639,0.0500,0.0000,250,7,0.0000,0.004921,1.872723,cov(0.05),,,,
1514972,6640,0.0500,0.0000,250,18,0.0000,0.000025,1.986498,cov(0.05),,,,
1515222,6641,0.0500,0.0000,250,11,0.0000,0.507623,1.804537,cov(0.05),,,,
1515472,6642,0.0500,0.0000,250,8,0.0000,0.000008,1.925348,eps,,,,
1515722,6643,0.0500,0.0000,250,7,0.0000,0.000034,1.930587,cov(0.05),,,,
1515972,6644,0.0500,0.0000,250,4,0.0000,0.001458,1.891748,cov(0.05),,,,
1516222,6645,0.0500,0.0000,250,7,0.0000,0.000047,1.897996,cov(0.05),,,,
1516472,6646,0.0500,0.0000,250,9,0.0000,0.020882,1.857522,cov(0.05),,,,
1516722,6647,0.0500,0.0000,250,11,0.0000,0.000017,1.870037,cov(0.05),,,,
1516972,6648,0.0500,0.0000,250,12,0.0000,0.485601,1.926033,cov(0.05),,,,
1517222,6649,0.0500,0.0000,250,4,0.0000,8.111244,1.882942,cov(0.05),,,,
1517472,6650,0.0500,0.0000,250,15,0.0000,0.425313,1.919054,cov(0.05),,,,
1517722,6651,0.0500,0.0000,250,7,0.0000,0.000029,1.868561,cov(0.05),,,,
1517972,6652,0.0500,0.0000,250,18,0.0000,0.527106,1.877145,cov(0.05),,,,
1518222,6653,0.0500,0.0000,250,4,0.0000,0.000029,1.832548,cov(0.05),,,,
1518472,6654,0.0500,0.0000,250,8,0.0000,0.005374,1.866467,cov(0.05),,,,
1518722,6655,0.0500,0.0000,250,8,0.0000,0.000092,1.929918,cov(0.05),,,,
1518972,6656,0.0500,0.0000,250,3,0.0000,0.191255,1.831296,cov(0.05),,,,
1519222,6657,0.0500,0.0000,250,10,0.0000,0.000031,1.993835,cov(0.05),,,,
1519430,6658,0.0500,0.2512,208,21,0.0000,0.098312,1.897151,cov(0.05),,,,
1519680,6659,0.0500,0.0000,250,16,0.0000,0.004446,1.859253,cov(0.05),,,,
1519930,6660,0.0500,0.0000,250,6,0.0000,30.540947,1.832706,cov(0.05),,,,
1520180,6661,0.0500,0.0000,250,7,0.0000,1.419490,1.796357,cov(0.05),,,,
1520430,6662,0.0500,0.0000,250,10,0.0000,0.201072,1.852680,cov(0.05),,,,
1520680,6663,0.0500,0.0000,250,7,0.0000,2.558126,1.990025,cov(0.05),,,,
1520930,6664,0.0500,0.0000,250,21,0.0000,0.010952,1.967542,cov(0.05),,,,
1521180,6665,0.0500,0.0000,250,8,0.0000,0.000037,1.981465,cov(0.05),,,,
1521430,6666,0.0500,0.0000,250,8,0.0000,0.000042,1.811420,cov(0.05),,,,
1521680,6667,0.0500,0.0000,250,8,0.0000,0.005686,1.934771,cov(0.05),,,,
1521930,6668,0.0500,0.0000,250,12,0.0000,0.156451,1.819477,cov(0.05),,,,
1522180,6669,0.0500,0.0000,250,5,0.0000,0.000093,1.970651,cov(0.05),,,,
1522430,6670,0.0500,0.0000,250,8,0.0000,0.018719,1.845031,cov(0.05),,,,
1522680,6671,0.0500,0.0000,250,7,0.0000,1.266927,1.902370,cov(0.05),,,,
1522930,6672,0.0500,0.0000,250,8,0.0000,0.000013,1.869643,cov(0.05),,,,
1523180,6673,0.0500,0.0000,250,12,0.0000,0.000008,2.016988,cov(0.05),,,,
1523430,6674,0.0500,0.0000,250,15,0.0000,0.000008,1.971793,cov(0.05),,,,
1523680,6675,0.0500,0.0000,250,4,0.0000,0.740039,2.011195,cov(0.05),,,,
1523930,6676,0.0500,0.0000,250,8,0.0000,0.000011,2.001195,cov(0.05),,,,
1524180,6677,0.0500,0.0000,250,4,0.0000,4.422929,1.831634,cov(0.05),,,,
1524430,6678,0.0500,0.0000,250,12,0.0000,0.000092,1.851246,cov(0.05),,,,
1524680,6679,0.0500,0.0000,250,4,0.0000,0.000010,1.899896,cov(0.05),,,,
1524930,6680,0.0500,0.0000,250,14,0.0000,1.362087,1.875322,cov(0.05),,,,
1525180,6681,0.0500,0.0000,250,7,0.0000,0.628029,1.813186,cov(0.05),,,,
1525430,6682,0.0500,0.0000,250,11,0.0000,0.000016,1.895296,cov(0.05),,,,
1525680,6683,0.0500,0.0000,250,8,0.0000,0.000006,1.957192,cov(0.05),,,,
1525930,6684,0.0500,0.0000,250,4,0.0000,0.930152,1.863907,cov(0.05),,,,
1526180,6685,0.0500,0.0000,250,5,0.0000,0.000019,1.890577,cov(0.05),,,,
1526430,6686,0.0500,0.0000,250,13,0.0000,0.000018,1.956576,cov(0.05),,,,
1526680,6687,0.0500,0.0000,250,8,0.0000,0.010151,1.959815,cov(0.05),,,,
1526930,6688,0.0500,0.0000,250,8,0.0000,0.347365,1.923167,cov(0.05),,,,
1527180,6689,0.0500,0.0000,250,9,0.0000,0.579745,1.818597,cov(0.05),,,,
1527430,6690,0.0500,0.0000,250,15,0.0000,0.196276,1.869518,cov(0.05),,,,
1527680,6691,0.0500,0.0000,250,4,0.0000,0.210916,1.809602,cov(0.05),,,,
1527930,6692,0.0500,0.0000,250,14,0.0000,0.000019,1.896108,cov(0.05),,,,
1528180,6693,0.0500,0.0000,250,4,0.0000,0.000022,1.837941,cov(0.05),,,,
1528430,6694,0.0500,0.0000,250,8,0.0000,0.000332,1.903313,cov(0.05),,,,
1528680,6695,0.0500,0.0000,250,4,0.0000,0.470109,1.805399,cov(0.05),,,,
1528930,6696,0.0500,0.0000,250,10,0.0000,0.011346,1.859043,cov(0.05),,,,
1529180,6697,0.0500,0.0000,250,13,0.0000,0.096822,1.815723,cov(0.05),,,,
1529430,6698,0.0500,0.0000,250,8,0.0000,0.160699,1.899003,cov(0.05),,,,
1529680,6699,0.0500,0.0000,250,4,0.0000,0.005211,1.939661,cov(0.05),,,,
1529930,6700,0.0500,0.0000,250,4,0.0000,1.323322,1.815368,cor(0.3),,,,
1530180,6701,0.0500,0.0000,250,16,0.0000,0.000003,1.828893,cov(0.05),,,,
1530430,6702,0.0500,0.0000,250,20,0.0000,0.000044,1.815277,cov(0.05),,,,
1530680,6703,0.0500,0.0000,250,4,0.0000,0.000018,1.848438,cov(0.05),,,,
1530930,6704,0.0500,0.0000,250,12,0.0000,1.948893,1.807497,cov(0.05),,,,
1531180,6705,0.0500,0.0000,250,5,0.0000,0.000030,2.025967,cov(0.05),,,,
1531430,6706,0.0500,0.0000,250,8,0.0000,0.252747,1.969871,cov(0.05),,,,
1531680,6707,0.0500,0.0000,250,11,0.0000,0.076765,1.881444,cov(0.05),,,,
1531930,6708,0.0500,0.0000,250,8,0.0000,0.005484,1.879731,cov(0.05),,,,
1532180,6709,0.0500,0.0000,250,8,0.0000,0.000034,1.850604,cov(0.05),,,,
1532430,6710,0.0500,0.0000,250,21,0.0000,0.801391,1.977752,cov(0.05),,,,
1532680,6711,0.0500,0.0000,250,8,0.0000,0.000008,1.943473,cov(0.05),,,,
1532930,6712,0.0500,0.0000,250,4,0.0000,0.174938,1.923217,cov(0.05),,,,
1533180,6713,0.0500,0.0000,250,14,0.0000,0.000008,1.820030,cov(0.05),,,,
1533430,6714,0.0500,0.0000,250,11,0.0000,0.000008,1.875204,cov(0.05),,,,
1533680,6715,0.0500,0.0000,250,19,0.0000,0.000009,1.844902,cov(0.05),,,,
1533930,6716,0.0500,0.0000,250,8,0.0000,0.000011,1.929319,cov(0.05),,,,
1534180,6717,0.0500,0.0000,250,8,0.0000,0.000018,1.954257,eps,,,,
1534430,6718,0.0500,0.0000,250,12,0.0000,0.000644,1.797421,cov(0.05),,,,
1534680,6719,0.0500,0.0000,250,8,0.0000,0.459857,1.756196,cov(0.05),,,,
1534930,6720,0.0500,0.0000,250,11,0.0000,1.196457,1.972102,cov(0.05),,,,
1535180,6721,0.0500,0.0000,250,7,0.0000,0.151875,1.780504,cov(0.10),,,,
1535430,6722,0.0500,0.0000,250,15,0.0000,0.523356,1.924886,cov(0.05),,,,
1535680,6723,0.0500,0.0000,250,12,0.0000,0.648459,1.903325,cov(0.05),,,,
1535930,6724,0.0500,0.0000,250,7,0.0000,0.000040,1.902066,cov(0.05),,,,
1536180,6725,0.0500,0.0000,250,6,0.0000,0.000059,1.833922,cov(0.05),,,,
1536430,6726,0.0500,0.0000,250,16,0.0000,0.000022,1.810650,cov(0.05),,,,
1536680,6727,0.0500,0.0000,250,4,0.0000,0.000010,1.866105,cov(0.05),,,,
1536930,6728,0.0500,0.0000,250,11,0.0000,0.538688,1.818752,cov(0.05),,,,
1537180,6729,0.0500,0.0000,250,4,0.0000,0.000040,1.978501,cov(0.05),,,,
1537430,6730,0.0500,0.0000,250,4,0.0000,0.000012,1.927074,cov(0.05),,,,
1537680,6731,0.0500,0.0000,250,8,0.0000,0.000027,1.964040,cov(0.05),,,,
1537930,6732,0.0500,0.0000,250,4,0.0000,0.000020,1.852958,cov(0.05),,,,
1538180,6733,0.0500,0.0000,250,8,0.0000,0.000011,1.816325,cov(0.05),,,,
1538430,6734,0.0500,0.0000,250,8,0.0000,0.000014,1.913302,cov(0.05),,,,
1538680,6735,0.0500,0.0000,250,13,0.0000,0.881924,1.878783,cov(0.05),,,,
1538930,6736,0.0500,0.0000,250,11,0.0000,0.005581,1.933766,cov(0.05),,,,
1539180,6737,0.0500,0.0000,250,11,0.0000,0.000017,1.937781,cov(0.05),,,,
1539430,6738,0.0500,0.0000,250,8,0.0000,0.393877,1.806798,cov(0.05),,,,
1539680,6739,0.0500,0.0000,250,12,0.0000,0.654185,1.916314,cov(0.05),,,,
1539930,6740,0.0500,0.0000,250,11,0.0000,0.000032,1.926607,cov(0.05),,,,
1540180,6741,0.0500,0.0000,250,4,0.0000,19.467634,2.019497,cov(0.05),,,,
1540430,6742,0.0500,0.0000,250,8,0.0000,0.000008,1.897344,cov(0.05),,,,
1540680,6743,0.0500,0.0000,250,14,0.0000,0.000019,1.898888,cov(0.05),,,,
1540930,6744,0.0500,0.0000,250,13,0.0000,0.000014,1.966956,cov(0.05),,,,
1541180,6745,0.0500,0.0000,250,6,0.0000,1.636242,1.859190,cov(0.05),,,,
1541430,6746,0.0500,0.0000,250,4,0.0000,0.000003,1.829973,cov(0.05),,,,
1541680,6747,0.0500,0.0000,250,8,0.0000,0.111181,1.899902,cov(0.05),,,,
1541930,6748,0.0500,0.0000,250,4,0.0000,0.000026,1.890220,cov(0.05),,,,
1542180,6749,0.0500,0.0000,250,9,0.0000,0.000012,1.867144,cov(0.05),,,,
1542430,6750,0.0500,0.0000,250,16,0.0000,0.000011,1.863220,cov(0.05),,,,
1542680,6751,0.0500,0.0000,250,4,0.0000,0.000030,1.794494,cov(0.05),,,,
1542930,6752,0.0500,0.0000,250,13,0.0000,0.348270,1.876041,cov(0.05),,,,
1543180,6753,0.0500,0.0000,250,8,0.0000,0.217478,1.901551,cov(0.05),,,,
1543430,6754,0.0500,0.0000,250,11,0.0000,0.740233,1.850996,cov(0.05),,,,
1543680,6755,0.0500,0.0000,250,7,0.0000,0.323227,1.972165,cov(0.05),,,,
1543930,6756,0.0500,0.0000,250,8,0.0000,0.578519,1.861367,cov(0.05),,,,
1544180,6757,0.0500,0.0000,250,4,0.0000,0.241682,1.786834,cov(0.05),,,,
1544430,6758,0.0500,0.0000,250,12,0.0000,0.000023,1.985744,eps,,,,
1544680,6759,0.0500,0.0000,250,4,0.0000,1.223984,1.889455,cov(0.05),,,,
1544930,6760,0.0500,0.0000,250,8,0.0000,0.005373,1.944919,cov(0.05),,,,
1545180,6761,0.0500,0.0000,250,5,0.0000,0.000014,1.905461,eps,,,,
1545430,6762,0.0500,0.0000,250,8,0.0000,0.000012,1.916781,cov(0.05),,,,
1545680,6763,0.0500,0.0000,250,7,0.0000,0.667500,1.932050,cov(0.05),,,,
1545930,6764,0.0500,0.0000,250,12,0.0000,0.707771,1.822305,cov(0.05),,,,
1546180,6765,0.0500,0.0000,250,5,0.0000,0.000015,1.786102,cov(0.05),,,,
1546430,6766,0.0500,0.0000,250,7,0.0000,0.000008,1.880166,cov(0.05),,,,
1546680,6767,0.0500,0.0000,250,12,0.0000,23.112019,1.888056,cov(0.05),,,,
1546930,6768,0.0500,0.0000,250,19,0.0000,0.000012,1.861029,cov(0.05),,,,
1547180,6769,0.0500,0.0000,250,13,0.0000,0.000026,2.005650,cov(0.05),,,,
1547430,6770,0.0500,0.0000,250,13,0.0000,0.005251,1.885504,cov(0.05),,,,
1547680,6771,0.0500,0.0000,250,8,0.0000,0.156242,1.873103,cov(0.05),,,,
1547930,6772,0.0500,0.0000,250,14,0.0000,0.063399,1.816208,cov(0.05),,,,
1548180,6773,0.0500,0.0000,250,10,0.0000,0.248378,1.856355,cov(0.05),,,,
1548430,6774,0.0500,0.0000,250,12,0.0000,0.159180,1.877392,cov(0.05),,,,
1548680,6775,0.0500,0.0000,250,8,0.0000,0.000025,1.840148,cov(0.05),,,,
1548930,6776,0.0500,0.0000,250,13,0.0000,0.218408,1.840698,cov(0.05),,,,
1549180,6777,0.0500,0.0000,250,4,0.0000,0.000130,1.820055,cov(0.05),,,,
1549430,6778,0.0500,0.0000,250,4,0.0000,0.000009,1.879841,cov(0.05),,,,
1549680,6779,0.0500,0.0000,250,16,0.0000,0.123218,1.840766,cov(0.05),,,,
1549930,6780,0.0500,0.0000,250,8,0.0000,34.587994,2.000768,cov(0.05),,,,
1550000,6780,,,,,,,,,0.0000,0.0000,0.0000,0.0000
1550180,6781,0.0500,0.0000,250,13,0.0000,0.000006,1.942356,cov(0.05),,,,
1550430,6782,0.0500,0.0000,250,7,0.0000,0.351102,1.761360,cov(0.05),,,,
1550680,6783,0.0500,0.0000,250,16,0.0000,0.510513,1.922649,cov(0.05),,,,
1550930,6784,0.0500,0.0000,250,14,0.0000,0.000008,1.855593,cov(0.05),,,,
1551180,6785,0.0500,0.0000,250,15,0.0000,0.000012,1.952172,cov(0.05),,,,
1551430,6786,0.0500,0.0000,250,12,0.0000,0.005227,1.804457,cov(0.05),,,,
1551680,6787,0.0500,0.0000,250,8,0.0000,0.000014,1.895039,cov(0.05),,,,
1551930,6788,0.0500,0.0000,250,17,0.0000,4.545617,1.941350,cov(0.05),,,,
1552180,6789,0.0500,0.0000,250,8,0.0000,0.000009,1.945240,cov(0.05),,,,
1552430,6790,0.0500,0.0000,250,4,0.0000,1.661876,1.741646,cov(0.05),,,,
1552680,6791,0.0500,0.0000,250,12,0.0000,5.181300,1.827447,cov(0.05),,,,
1552930,6792,0.0500,0.0000,250,17,0.0000,0.000006,1.853549,cov(0.05),,,,
1553180,6793,0.0500,0.0000,250,4,0.0000,0.005197,1.873774,cov(0.05),,,,
1553430,6794,0.0500,0.0000,250,4,0.0000,0.000014,1.805471,cov(0.05),,,,
1553680,6795,0.0500,0.0000,250,19,0.0000,0.000015,1.828771,cov(0.05),,,,
1553930,6796,0.0500,0.0000,250,11,0.0000,0.000044,1.865605,cov(0.05),,,,
1554180,6797,0.0500,0.0000,250,14,0.0000,7.888520,1.923344,eps,,,,
1554430,6798,0.0500,0.0000,250,6,0.0000,0.335870,1.879172,cov(0.05),,,,
1554680,6799,0.0500,0.0000,250,14,0.0000,0.000041,1.884024,cov(0.05),,,,
1554930,6800,0.0500,0.0000,250,8,0.0000,0.005271,1.818962,cov(0.05),,,,
1555180,6801,0.0500,0.0000,250,4,0.0000,0.005440,1.762181,cor(0.3),,,,
1555430,6802,0.0500,0.0000,250,4,0.0000,0.000020,1.934650,cov(0.05),,,,
1555680,6803,0.0500,0.0000,250,11,0.0000,0.868013,1.710476,cov(0.05),,,,
1555930,6804,0.0500,0.0000,250,15,0.0000,6.989281,1.785872,cov(0.05),,,,
1556180,6805,0.0500,0.0000,250,8,0.0000,0.000005,1.889686,cov(0.05),,,,
1556430,6806,0.0500,0.0000,250,8,0.0000,0.000060,1.975283,cov(0.05),,,,
1556680,6807,0.0500,0.0000,250,5,0.0000,0.000017,1.960732,cov(0.05),,,,
1556930,6808,0.0500,0.0000,250,13,0.0000,3.040564,1.832249,cov(0.05),,,,
1557180,6809,0.0500,0.0000,250,16,0.0000,0.000034,1.813706,cov(0.05),,,,
1557430,6810,0.0500,0.0000,250,14,0.0000,0.081082,1.823447,cov(0.05),,,,
1557680,6811,0.0500,0.0000,250,4,0.0000,0.000036,1.831789,cov(0.05),,,,
1557930,6812,0.0500,0.0000,250,17,0.0000,1.042455,1.845147,cov(0.05),,,,
1558180,6813,0.0500,0.0000,250,8,0.0000,2.934242,1.885750,cov(0.05),,,,
1558430,6814,0.0500,0.0000,250,12,0.0000,0.360835,1.795683,cov(0.05),,,,
1558680,6815,0.0500,0.0000,250,15,0.0000,0.000013,2.045297,cov(0.05),,,,
1558930,6816,0.0500,0.0000,250,12,0.0000,0.000018,1.901764,cov(0.05),,,,
1559180,6817,0.0500,0.0000,250,4,0.0000,0.000009,1.806993,cov(0.05),,,,
1559430,6818,0.0500,0.0000,250,8,0.0000,3.629270,1.793612,cov(0.05),,,,
1559680,6819,0.0500,0.0000,250,4,0.0000,0.000006,1.877566,cov(0.05),,,,
1559930,6820,0.0500,0.0000,250,5,0.0000,0.001543,1.831060,cov(0.05),,,,
1560180,6821,0.0500,0.0000,250,7,0.0000,0.481995,1.937894,cov(0.05),,,,
1560430,6822,0.0500,0.0000,250,8,0.0000,0.000021,1.925657,cov(0.10),,,,
1560680,6823,0.0500,0.0000,250,11,0.0000,0.000024,1.882272,cov(0.05),,,,
1560930,6824,0.0500,0.0000,250,7,0.0000,0.519664,1.795875,cov(0.05),,,,
1561180,6825,0.0500,0.0000,250,12,0.0000,6.570578,1.913367,cov(0.05),,,,
1561430,6826,0.0500,0.0000,250,15,0.0000,0.005319,1.860110,cov(0.05),,,,
1561680,6827,0.0500,0.0000,250,12,0.0000,0.000023,1.939518,cov(0.05),,,,
1561930,6828,0.0500,0.0000,250,12,0.0000,0.000046,1.826225,cov(0.05),,,,
1562180,6829,0.0500,0.0000,250,10,0.0000,0.000027,1.897787,cov(0.05),,,,
1562430,6830,0.0500,0.0000,250,12,0.0000,0.000007,1.850897,cov(0.05),,,,
1562680,6831,0.0500,0.0000,250,15,0.0000,0.000021,1.974988,cov(0.05),,,,
1562930,6832,0.0500,0.0000,250,12,0.0000,0.005449,1.837532,cov(0.05),,,,
1563180,6833,0.0500,0.0000,250,12,0.0000,0.005124,1.747427,cov(0.05),,,,
1563430,6834,0.0500,0.0000,250,8,0.0000,0.000053,1.890274,cov(0.05),,,,
1563680,6835,0.0500,0.0000,250,4,0.0000,0.689177,1.930278,cov(0.05),,,,
1563930,6836,0.0500,0.0000,250,8,0.0000,0.231402,1.814186,cov(0.05),,,,
1564180,6837,0.0500,0.0000,250,12,0.0000,2.646800,1.809793,eps,,,,
1564430,6838,0.0500,0.0000,250,17,0.0000,0.000013,1.769072,cov(0.05),,,,
1564680,6839,0.0500,0.0000,250,25,0.0000,0.000006,1.914970,cov(0.05),,,,
1564930,6840,0.0500,0.0000,250,9,0.0000,0.782589,1.832633,cov(0.05),,,,
1565180,6841,0.0500,0.0000,250,15,0.0000,0.000006,1.798133,cov(0.05),,,,
1565430,6842,0.0500,0.0000,250,18,0.0000,0.000058,1.930287,cov(0.05),,,,
1565680,6843,0.0500,0.0000,250,4,0.0000,0.000021,1.830441,cov(0.05),,,,
1565930,6844,0.0500,0.0000,250,7,0.0000,0.378111,1.906654,cov(0.05),,,,
1566180,6845,0.0500,0.0000,250,14,0.0000,0.000011,1.803691,cov(0.05),,,,
1566430,6846,0.0500,0.0000,250,10,0.0000,1.198884,1.785031,cov(0.05),,,,
1566680,6847,0.0500,0.0000,250,4,0.0000,1.789528,1.867193,cov(0.05),,,,
1566930,6848,0.0500,0.0000,250,12,0.0000,0.000028,1.826969,cov(0.05),,,,
1567180,6849,0.0500,0.0000,250,12,0.0000,0.264025,1.890116,cov(0.05),,,,
1567430,6850,0.0500,0.0000,250,12,0.0000,0.273640,1.779608,cov(0.05),,,,
1567680,6851,0.0500,0.0000,250,4,0.0000,0.029826,1.759187,cov(0.05),,,,
1567930,6852,0.0500,0.0000,250,12,0.0000,0.172035,1.814981,cov(0.05),,,,
1568180,6853,0.0500,0.0000,250,8,0.0000,0.308551,1.903358,cov(0.05),,,,
1568430,6854,0.0500,0.0000,250,17,0.0000,0.005085,2.003141,cov(0.05),,,,
1568680,6855,0.0500,0.0000,250,12,0.0000,0.622022,1.875582,cov(0.05),,,,
1568930,6856,0.0500,0.0000,250,12,0.0000,0.004957,1.848042,cov(0.05),,,,
1569180,6857,0.0500,0.0000,250,7,0.0000,0.000027,1.935954,cov(0.05),,,,
1569430,6858,0.0500,0.0000,250,8,0.0000,0.000010,1.875250,cov(0.05),,,,
1569680,6859,0.0500,0.0000,250,8,0.0000,0.005027,1.880719,cov(0.05),,,,
1569930,6860,0.0500,0.0000,250,8,0.0000,0.615038,1.783843,cov(0.05),,,,
1570180,6861,0.0500,0.0000,250,14,0.0000,0.000049,1.759546,cov(0.05),,,,
1570430,6862,0.0500,0.0000,250,8,0.0000,0.005204,1.848920,cov(0.05),,,,
1570680,6863,0.0500,0.0000,250,13,0.0000,0.000018,1.998220,cov(0.05),,,,
1570930,6864,0.0500,0.0000,250,4,0.0000,0.000006,1.840688,cov(0.05),,,,
1571180,6865,0.0500,0.0000,250,13,0.0000,26.058645,1.870433,cov(0.05),,,,
1571430,6866,0.0500,0.0000,250,8,0.0000,1.088524,1.905383,cov(0.05),,,,
1571680,6867,0.0500,0.0000,250,7,0.0000,0.000011,1.955790,cov(0.05),,,,
1571930,6868,0.0500,0.0000,250,8,0.0000,0.160983,1.914525,cov(0.05),,,,
1572180,6869,0.0500,0.0000,250,13,0.0000,0.054213,1.866784,cov(0.05),,,,
1572430,6870,0.0500,0.0000,250,7,0.0000,0.248196,1.710977,cov(0.05),,,,
1572680,6871,0.0500,0.0000,250,8,0.0000,0.000032,1.815534,cov(0.05),,,,
1572930,6872,0.0500,0.0000,250,8,0.0000,0.000023,1.888070,cov(0.05),,,,
1573180,6873,0.0500,0.0000,250,4,0.0000,0.354152,1.808379,cov(0.05),,,,
1573430,6874,0.0500,0.0000,250,6,0.0000,0.005260,1.864938,cov(0.05),,,,
1573680,6875,0.0500,0.0000,250,7,0.0000,1.116941,2.089636,cov(0.05),,,,
1573930,6876,0.0500,0.0000,250,8,0.0000,0.117853,1.778049,cov(0.05),,,,
1574180,6877,0.0500,0.0000,250,16,0.0000,0.000032,1.814504,cov(0.05),,,,
1574430,6878,0.0500,0.0000,250,14,0.0000,0.000013,1.783633,cov(0.05),,,,
1574680,6879,0.0500,0.0000,250,8,0.0000,0.000024,1.950699,cov(0.05),,,,
1574930,6880,0.0500,0.0000,250,10,0.0000,1.596211,1.777071,cov(0.05),,,,
1575180,6881,0.0500,0.0000,250,14,0.0000,0.000025,1.827392,cov(0.05),,,,
1575430,6882,0.0500,0.0000,250,8,0.0000,8.633031,1.787155,cov(0.05),,,,
1575680,6883,0.0500,0.0000,250,11,0.0000,0.005566,1.910978,cov(0.05),,,,
1575930,6884,0.0500,0.0000,250,13,0.0000,0.284617,1.801600,cov(0.05),,,,
1576180,6885,0.0500,0.0000,250,13,0.0000,0.000018,1.795741,cov(0.05),,,,
1576430,6886,0.0500,0.0000,250,4,0.0000,0.000006,1.743363,cov(0.05),,,,
1576680,6887,0.0500,0.0000,250,10,0.0000,0.000059,1.990874,cov(0.05),,,,
1576930,6888,0.0500,0.0000,250,6,0.0000,0.005414,1.843116,cov(0.05),,,,
1577180,6889,0.0500,0.0000,250,8,0.0000,0.000021,1.754562,cov(0.05),,,,
1577430,6890,0.0500,0.0000,250,13,0.0000,0.335154,1.852486,cov(0.05),,,,
1577680,6891,0.0500,0.0000,250,15,0.0000,0.309845,1.833405,cov(0.05),,,,
1577930,6892,0.0500,0.0000,250,14,0.0000,0.000005,1.978283,cov(0.05),,,,
1578180,6893,0.0500,0.0000,250,13,0.0000,0.280809,1.796977,cov(0.05),,,,
1578430,6894,0.0500,0.0000,250,15,0.0000,0.824878,1.722739,cov(0.05),,,,
1578680,6895,0.0500,0.0000,250,13,0.0000,0.064502,1.881309,cov(0.05),,,,
1578930,6896,0.0500,0.0000,250,4,0.0000,0.000017,1.874237,cov(0.05),,,,
1579180,6897,0.0500,0.0000,250,7,0.0000,0.158347,1.846348,cov(0.05),,,,
1579430,6898,0.0500,0.0000,250,8,0.0000,0.201836,1.850454,cov(0.05),,,,
1579680,6899,0.0500,0.0000,250,15,0.0000,1.483133,1.859308,cov(0.05),,,,
1579930,6900,0.0500,0.0000,250,4,0.0000,1.065282,1.771530,cov(0.05),,,,
